Week Ending Date,State,State Abbreviation,Median Number,Lower Bound,Upper Bound,Outcome,MMWR Year,MMWR Week,Rolling 4-Week Mean,Rolling 4-Week Lower,Rolling 4-Week Upper,AnalysisDate
05/08/2021,New York,NY,21.19,16.43,27.33,Suicide,2021,18,20.08,15.54,25.97,2022-02-04
05/15/2021,New York,NY,23.55,18.35,30.22,Suicide,2021,19,21.18,16.43,27.32,2022-02-04
05/22/2021,New York,NY,22.37,17.39,28.79,Suicide,2021,20,22.21,17.26,28.59,2022-02-04
05/29/2021,New York,NY,19.71,15.23,25.50,Suicide,2021,21,21.70,16.85,27.96,2022-02-04
06/05/2021,New York,NY,21.54,16.71,27.76,Suicide,2021,22,21.79,16.92,28.07,2022-02-04
06/12/2021,New York,NY,18.77,14.47,24.33,Suicide,2021,23,20.60,15.95,26.59,2022-02-04
06/19/2021,New York,NY,21.09,16.34,27.20,Suicide,2021,24,20.27,15.69,26.20,2022-02-04
06/26/2021,New York,NY,19.16,14.78,24.82,Suicide,2021,25,20.14,15.58,26.03,2022-02-04
07/03/2021,New York,NY,19.86,15.35,25.69,Suicide,2021,26,19.72,15.24,25.51,2022-02-04
07/10/2021,New York,NY,23.38,18.21,30.02,Suicide,2021,27,20.87,16.17,26.93,2022-02-04
07/17/2021,New York,NY,23.30,18.14,29.92,Suicide,2021,28,21.42,16.62,27.61,2022-02-04
07/24/2021,New York,NY,21.57,16.74,27.79,Suicide,2021,29,22.03,17.11,28.36,2022-02-04
07/31/2021,New York,NY,21.60,16.76,27.84,Suicide,2021,30,22.46,17.46,28.89,2022-02-04
08/07/2021,New York,NY,23.11,17.99,29.69,Suicide,2021,31,22.39,17.41,28.81,2022-02-04
08/14/2021,New York,NY,25.74,20.15,32.90,Suicide,2021,32,23.01,17.91,29.56,2022-02-04
08/21/2021,New York,NY,22.02,17.11,28.35,Suicide,2021,33,23.12,18.00,29.70,2022-02-04
08/28/2021,New York,NY,23.09,17.98,29.66,Suicide,2021,34,23.49,18.31,30.15,2022-02-04
09/04/2021,New York,NY,20.50,15.87,26.48,Suicide,2021,35,22.84,17.78,29.35,2022-02-04
09/11/2021,New York,NY,25.66,20.08,32.80,Suicide,2021,36,22.82,17.76,29.32,2022-02-04
09/18/2021,New York,NY,24.08,18.78,30.87,Suicide,2021,37,23.33,18.18,29.95,2022-02-04
09/25/2021,New York,NY,21.89,17.00,28.19,Suicide,2021,38,23.03,17.93,29.58,2022-02-04
10/02/2021,New York,NY,22.93,17.85,29.47,Suicide,2021,39,23.64,18.43,30.33,2022-02-04
10/09/2021,New York,NY,22.86,17.79,29.38,Suicide,2021,40,22.94,17.85,29.48,2022-02-04
10/16/2021,New York,NY,21.43,16.63,27.63,Suicide,2021,41,22.28,17.32,28.67,2022-02-04
10/23/2021,New York,NY,24.36,19.01,31.23,Suicide,2021,42,22.90,17.82,29.43,2022-02-04
10/30/2021,New York,NY,24.68,19.27,31.60,Suicide,2021,43,23.33,18.18,29.96,2022-02-04
01/02/2016,New York,NY,,,,Transportation-related,2015,52,,,,2022-02-04
01/09/2016,New York,NY,,,13.93,Transportation-related,2016,1,,,,2022-02-04
01/16/2016,New York,NY,12.94,,17.80,Transportation-related,2016,2,,,,2022-02-04
01/23/2016,New York,NY,11.78,,16.28,Transportation-related,2016,3,,,13.80,2022-02-04
01/30/2016,New York,NY,15.13,11.11,20.62,Transportation-related,2016,4,12.46,,17.16,2022-02-04
02/06/2016,New York,NY,13.10,,17.99,Transportation-related,2016,5,13.24,,18.17,2022-02-04
02/13/2016,New York,NY,12.90,,17.74,Transportation-related,2016,6,13.23,,18.16,2022-02-04
02/20/2016,New York,NY,12.91,,17.75,Transportation-related,2016,7,13.51,,18.53,2022-02-04
02/27/2016,New York,NY,13.66,,18.72,Transportation-related,2016,8,13.14,,18.05,2022-02-04
03/05/2016,New York,NY,16.12,11.88,21.88,Transportation-related,2016,9,13.90,10.16,19.02,2022-02-04
03/12/2016,New York,NY,13.57,,18.61,Transportation-related,2016,10,14.06,10.28,19.24,2022-02-04
03/19/2016,New York,NY,15.00,11.00,20.44,Transportation-related,2016,11,14.59,10.69,19.91,2022-02-04
03/26/2016,New York,NY,15.00,11.01,20.45,Transportation-related,2016,12,14.92,10.95,20.35,2022-02-04
04/02/2016,New York,NY,13.65,,18.71,Transportation-related,2016,13,14.31,10.47,19.55,2022-02-04
04/09/2016,New York,NY,15.55,11.43,21.14,Transportation-related,2016,14,14.80,10.85,20.19,2022-02-04
04/16/2016,New York,NY,13.54,,18.57,Transportation-related,2016,15,14.44,10.57,19.72,2022-02-04
04/23/2016,New York,NY,16.66,12.30,22.57,Transportation-related,2016,16,14.85,10.89,20.25,2022-02-04
04/30/2016,New York,NY,13.57,,18.60,Transportation-related,2016,17,14.83,10.88,20.22,2022-02-04
05/07/2016,New York,NY,15.77,11.60,21.43,Transportation-related,2016,18,14.88,10.92,20.29,2022-02-04
05/14/2016,New York,NY,15.49,11.38,21.07,Transportation-related,2016,19,15.37,11.30,20.92,2022-02-04
05/21/2016,New York,NY,16.20,11.94,21.98,Transportation-related,2016,20,15.26,11.21,20.77,2022-02-04
05/28/2016,New York,NY,16.98,12.55,22.97,Transportation-related,2016,21,16.11,11.87,21.86,2022-02-04
06/04/2016,New York,NY,22.82,17.20,30.30,Transportation-related,2016,22,17.87,13.27,24.08,2022-02-04
06/11/2016,New York,NY,15.91,11.71,21.60,Transportation-related,2016,23,17.98,13.35,24.21,2022-02-04
06/18/2016,New York,NY,15.96,11.75,21.67,Transportation-related,2016,24,17.92,13.30,24.13,2022-02-04
06/25/2016,New York,NY,21.12,15.83,28.18,Transportation-related,2016,25,18.95,14.12,25.44,2022-02-04
07/02/2016,New York,NY,19.22,14.32,25.80,Transportation-related,2016,26,18.05,13.41,24.31,2022-02-04
07/09/2016,New York,NY,23.24,17.53,30.81,Transportation-related,2016,27,19.88,14.86,26.62,2022-02-04
07/16/2016,New York,NY,15.93,11.73,21.63,Transportation-related,2016,28,19.88,14.85,26.61,2022-02-04
07/23/2016,New York,NY,19.27,14.36,25.86,Transportation-related,2016,29,19.41,14.48,26.03,2022-02-04
07/30/2016,New York,NY,18.14,13.46,24.44,Transportation-related,2016,30,19.14,14.27,25.69,2022-02-04
08/06/2016,New York,NY,19.70,14.70,26.40,Transportation-related,2016,31,18.26,13.56,24.58,2022-02-04
08/13/2016,New York,NY,17.64,13.07,23.81,Transportation-related,2016,32,18.69,13.90,25.13,2022-02-04
08/20/2016,New York,NY,15.29,11.23,20.81,Transportation-related,2016,33,17.69,13.12,23.86,2022-02-04
08/27/2016,New York,NY,23.09,17.41,30.62,Transportation-related,2016,34,18.93,14.10,25.41,2022-02-04
09/03/2016,New York,NY,20.82,15.59,27.81,Transportation-related,2016,35,19.21,14.33,25.76,2022-02-04
09/10/2016,New York,NY,23.64,17.85,31.30,Transportation-related,2016,36,20.71,15.52,27.64,2022-02-04
09/17/2016,New York,NY,20.09,15.01,26.89,Transportation-related,2016,37,21.91,16.47,29.16,2022-02-04
09/24/2016,New York,NY,19.53,14.57,26.19,Transportation-related,2016,38,21.02,15.76,28.05,2022-02-04
10/01/2016,New York,NY,22.37,16.84,29.74,Transportation-related,2016,39,21.41,16.07,28.53,2022-02-04
10/08/2016,New York,NY,22.39,16.85,29.76,Transportation-related,2016,40,21.09,15.81,28.14,2022-02-04
10/15/2016,New York,NY,20.67,15.47,27.62,Transportation-related,2016,41,21.24,15.93,28.33,2022-02-04
10/22/2016,New York,NY,16.80,12.41,22.74,Transportation-related,2016,42,20.56,15.39,27.46,2022-02-04
10/29/2016,New York,NY,18.15,13.47,24.45,Transportation-related,2016,43,19.50,14.55,26.14,2022-02-04
11/05/2016,New York,NY,19.41,14.47,26.04,Transportation-related,2016,44,18.76,13.96,25.21,2022-02-04
11/12/2016,New York,NY,19.39,14.45,26.02,Transportation-related,2016,45,18.44,13.70,24.81,2022-02-04
11/19/2016,New York,NY,16.47,12.15,22.32,Transportation-related,2016,46,18.35,13.64,24.71,2022-02-04
11/26/2016,New York,NY,16.49,12.17,22.35,Transportation-related,2016,47,17.94,13.31,24.18,2022-02-04
12/03/2016,New York,NY,16.12,11.88,21.88,Transportation-related,2016,48,17.12,12.66,23.14,2022-02-04
12/10/2016,New York,NY,18.31,13.60,24.66,Transportation-related,2016,49,16.85,12.45,22.80,2022-02-04
12/17/2016,New York,NY,15.59,11.47,21.21,Transportation-related,2016,50,16.63,12.28,22.52,2022-02-04
12/24/2016,New York,NY,16.50,12.18,22.37,Transportation-related,2016,51,16.63,12.28,22.53,2022-02-04
12/31/2016,New York,NY,16.32,12.03,22.13,Transportation-related,2016,52,16.68,12.32,22.59,2022-02-04
01/07/2017,New York,NY,14.51,10.62,19.81,Transportation-related,2017,1,15.73,11.58,21.38,2022-02-04
01/14/2017,New York,NY,16.90,12.49,22.88,Transportation-related,2017,2,16.06,11.83,21.80,2022-02-04
01/21/2017,New York,NY,13.97,10.21,19.12,Transportation-related,2017,3,15.43,11.34,20.99,2022-02-04
01/28/2017,New York,NY,15.67,11.53,21.31,Transportation-related,2017,4,15.26,11.21,20.78,2022-02-04
02/04/2017,New York,NY,13.60,,18.64,Transportation-related,2017,5,15.04,11.04,20.49,2022-02-04
02/11/2017,New York,NY,16.57,12.23,22.46,Transportation-related,2017,6,14.95,10.97,20.38,2022-02-04
02/18/2017,New York,NY,16.69,12.32,22.61,Transportation-related,2017,7,15.63,11.50,21.26,2022-02-04
02/25/2017,New York,NY,15.77,11.61,21.44,Transportation-related,2017,8,15.66,11.52,21.29,2022-02-04
03/04/2017,New York,NY,13.98,10.21,19.13,Transportation-related,2017,9,15.75,11.59,21.41,2022-02-04
03/11/2017,New York,NY,13.11,,18.00,Transportation-related,2017,10,14.89,10.92,20.29,2022-02-04
03/18/2017,New York,NY,12.20,,16.83,Transportation-related,2017,11,13.77,10.05,18.85,2022-02-04
03/25/2017,New York,NY,14.68,10.76,20.04,Transportation-related,2017,12,13.49,,18.50,2022-02-04
04/01/2017,New York,NY,13.86,10.12,18.97,Transportation-related,2017,13,13.46,,18.46,2022-02-04
04/08/2017,New York,NY,15.52,11.41,21.11,Transportation-related,2017,14,14.07,10.28,19.24,2022-02-04
04/15/2017,New York,NY,17.05,12.61,23.07,Transportation-related,2017,15,15.28,11.22,20.80,2022-02-04
04/22/2017,New York,NY,14.52,10.63,19.83,Transportation-related,2017,16,15.24,11.19,20.74,2022-02-04
04/29/2017,New York,NY,18.86,14.04,25.36,Transportation-related,2017,17,16.49,12.17,22.34,2022-02-04
05/06/2017,New York,NY,14.16,10.35,19.36,Transportation-related,2017,18,16.15,11.91,21.91,2022-02-04
05/13/2017,New York,NY,14.82,10.87,20.22,Transportation-related,2017,19,15.59,11.47,21.19,2022-02-04
05/20/2017,New York,NY,19.66,14.67,26.35,Transportation-related,2017,20,16.88,12.48,22.82,2022-02-04
05/27/2017,New York,NY,18.48,13.73,24.87,Transportation-related,2017,21,16.78,12.41,22.70,2022-02-04
06/03/2017,New York,NY,21.00,15.74,28.04,Transportation-related,2017,22,18.49,13.75,24.87,2022-02-04
06/10/2017,New York,NY,18.40,13.67,24.77,Transportation-related,2017,23,19.39,14.45,26.01,2022-02-04
06/17/2017,New York,NY,19.41,14.47,26.04,Transportation-related,2017,24,19.32,14.40,25.93,2022-02-04
06/24/2017,New York,NY,18.84,14.02,25.32,Transportation-related,2017,25,19.41,14.47,26.04,2022-02-04
07/01/2017,New York,NY,15.48,11.38,21.05,Transportation-related,2017,26,18.03,13.38,24.30,2022-02-04
07/08/2017,New York,NY,24.20,18.31,32.00,Transportation-related,2017,27,19.48,14.54,26.10,2022-02-04
07/15/2017,New York,NY,17.85,13.23,24.07,Transportation-related,2017,28,19.09,14.23,25.61,2022-02-04
07/22/2017,New York,NY,18.06,13.40,24.34,Transportation-related,2017,29,18.90,14.08,25.36,2022-02-04
07/29/2017,New York,NY,19.70,14.70,26.40,Transportation-related,2017,30,19.95,14.91,26.70,2022-02-04
08/05/2017,New York,NY,19.97,14.91,26.74,Transportation-related,2017,31,18.89,14.06,25.39,2022-02-04
08/12/2017,New York,NY,17.10,12.65,23.13,Transportation-related,2017,32,18.71,13.92,25.15,2022-02-04
08/19/2017,New York,NY,18.31,13.60,24.66,Transportation-related,2017,33,18.77,13.97,25.23,2022-02-04
08/26/2017,New York,NY,17.52,12.97,23.65,Transportation-related,2017,34,18.22,13.53,24.54,2022-02-04
09/02/2017,New York,NY,19.38,14.44,26.00,Transportation-related,2017,35,18.08,13.42,24.36,2022-02-04
09/09/2017,New York,NY,17.84,13.23,24.07,Transportation-related,2017,36,18.26,13.56,24.60,2022-02-04
09/16/2017,New York,NY,20.35,15.22,27.22,Transportation-related,2017,37,18.77,13.97,25.24,2022-02-04
09/23/2017,New York,NY,21.13,15.84,28.20,Transportation-related,2017,38,19.68,14.68,26.37,2022-02-04
09/30/2017,New York,NY,21.23,15.92,28.32,Transportation-related,2017,39,20.14,15.05,26.95,2022-02-04
10/07/2017,New York,NY,15.87,11.68,21.56,Transportation-related,2017,40,19.65,14.67,26.32,2022-02-04
10/14/2017,New York,NY,18.37,13.64,24.73,Transportation-related,2017,41,19.15,14.27,25.70,2022-02-04
10/21/2017,New York,NY,19.06,14.19,25.60,Transportation-related,2017,42,18.63,13.86,25.05,2022-02-04
10/28/2017,New York,NY,17.85,13.23,24.07,Transportation-related,2017,43,17.79,13.19,23.99,2022-02-04
11/04/2017,New York,NY,19.10,14.22,25.65,Transportation-related,2017,44,18.59,13.82,25.01,2022-02-04
11/11/2017,New York,NY,18.56,13.79,24.97,Transportation-related,2017,45,18.64,13.86,25.07,2022-02-04
11/18/2017,New York,NY,17.10,12.64,23.12,Transportation-related,2017,46,18.15,13.47,24.45,2022-02-04
11/25/2017,New York,NY,18.65,13.86,25.08,Transportation-related,2017,47,18.35,13.63,24.70,2022-02-04
12/02/2017,New York,NY,16.09,11.85,21.83,Transportation-related,2017,48,17.60,13.04,23.75,2022-02-04
12/09/2017,New York,NY,14.65,10.73,19.99,Transportation-related,2017,49,16.62,12.27,22.51,2022-02-04
12/16/2017,New York,NY,16.80,12.41,22.74,Transportation-related,2017,50,16.54,12.21,22.41,2022-02-04
12/23/2017,New York,NY,16.98,12.55,22.97,Transportation-related,2017,51,16.13,11.89,21.88,2022-02-04
12/30/2017,New York,NY,14.50,10.62,19.80,Transportation-related,2017,52,15.73,11.58,21.38,2022-02-04
01/06/2018,New York,NY,14.70,10.77,20.06,Transportation-related,2018,1,15.75,11.59,21.40,2022-02-04
01/13/2018,New York,NY,13.02,,17.89,Transportation-related,2018,2,14.80,10.86,20.18,2022-02-04
01/20/2018,New York,NY,13.11,,18.00,Transportation-related,2018,3,13.83,10.10,18.94,2022-02-04
01/27/2018,New York,NY,11.22,,15.54,Transportation-related,2018,4,13.01,,17.87,2022-02-04
02/03/2018,New York,NY,12.92,,17.76,Transportation-related,2018,5,12.57,,17.30,2022-02-04
02/10/2018,New York,NY,12.36,,17.03,Transportation-related,2018,6,12.40,,17.08,2022-02-04
02/17/2018,New York,NY,15.22,11.18,20.74,Transportation-related,2018,7,12.93,,17.77,2022-02-04
02/24/2018,New York,NY,17.94,13.30,24.20,Transportation-related,2018,8,14.61,10.71,19.93,2022-02-04
03/03/2018,New York,NY,16.75,12.37,22.69,Transportation-related,2018,9,15.57,11.45,21.16,2022-02-04
03/10/2018,New York,NY,14.40,10.54,19.67,Transportation-related,2018,10,16.08,11.85,21.82,2022-02-04
03/17/2018,New York,NY,14.30,10.46,19.54,Transportation-related,2018,11,15.85,11.67,21.52,2022-02-04
03/24/2018,New York,NY,12.16,,16.77,Transportation-related,2018,12,14.40,10.55,19.67,2022-02-04
03/31/2018,New York,NY,14.31,10.47,19.57,Transportation-related,2018,13,13.79,10.07,18.89,2022-02-04
04/07/2018,New York,NY,14.85,10.89,20.26,Transportation-related,2018,14,13.91,10.16,19.03,2022-02-04
04/14/2018,New York,NY,12.97,,17.83,Transportation-related,2018,15,13.57,,18.61,2022-02-04
04/21/2018,New York,NY,13.18,,18.10,Transportation-related,2018,16,13.83,10.10,18.94,2022-02-04
04/28/2018,New York,NY,13.70,,18.77,Transportation-related,2018,17,13.68,,18.74,2022-02-04
05/05/2018,New York,NY,15.80,11.63,21.46,Transportation-related,2018,18,13.91,10.16,19.04,2022-02-04
05/12/2018,New York,NY,14.98,10.99,20.42,Transportation-related,2018,19,14.41,10.55,19.69,2022-02-04
05/19/2018,New York,NY,16.77,12.39,22.71,Transportation-related,2018,20,15.31,11.25,20.84,2022-02-04
05/26/2018,New York,NY,15.89,11.70,21.59,Transportation-related,2018,21,15.86,11.68,21.55,2022-02-04
06/02/2018,New York,NY,18.40,13.67,24.76,Transportation-related,2018,22,16.51,12.19,22.37,2022-02-04
06/09/2018,New York,NY,21.42,16.07,28.55,Transportation-related,2018,23,18.12,13.46,24.40,2022-02-04
06/16/2018,New York,NY,22.12,16.64,29.43,Transportation-related,2018,24,19.46,14.52,26.08,2022-02-04
06/23/2018,New York,NY,19.98,14.92,26.76,Transportation-related,2018,25,20.48,15.32,27.38,2022-02-04
06/30/2018,New York,NY,18.01,13.36,24.28,Transportation-related,2018,26,20.38,15.25,27.25,2022-02-04
07/07/2018,New York,NY,18.91,14.07,25.41,Transportation-related,2018,27,19.76,14.75,26.47,2022-02-04
07/14/2018,New York,NY,19.51,14.55,26.17,Transportation-related,2018,28,19.10,14.23,25.65,2022-02-04
07/21/2018,New York,NY,20.78,15.56,27.75,Transportation-related,2018,29,19.30,14.39,25.90,2022-02-04
07/28/2018,New York,NY,15.33,11.26,20.86,Transportation-related,2018,30,18.63,13.86,25.05,2022-02-04
08/04/2018,New York,NY,22.93,17.28,30.43,Transportation-related,2018,31,19.64,14.66,26.30,2022-02-04
08/11/2018,New York,NY,17.57,13.01,23.72,Transportation-related,2018,32,19.15,14.28,25.69,2022-02-04
02/13/2016,New York City,YC,,,12.55,Suicide,2016,6,,,12.77,2022-02-04
08/18/2018,New York,NY,20.30,15.18,27.16,Transportation-related,2018,33,19.03,14.18,25.54,2022-02-04
08/25/2018,New York,NY,21.24,15.93,28.34,Transportation-related,2018,34,20.51,15.35,27.41,2022-02-04
09/01/2018,New York,NY,18.49,13.74,24.88,Transportation-related,2018,35,19.40,14.47,26.02,2022-02-04
09/08/2018,New York,NY,16.03,11.81,21.76,Transportation-related,2018,36,19.02,14.16,25.54,2022-02-04
09/15/2018,New York,NY,21.08,15.80,28.13,Transportation-related,2018,37,19.21,14.32,25.78,2022-02-04
09/22/2018,New York,NY,20.01,14.94,26.79,Transportation-related,2018,38,18.90,14.07,25.39,2022-02-04
09/29/2018,New York,NY,20.54,15.37,27.46,Transportation-related,2018,39,19.42,14.48,26.04,2022-02-04
10/06/2018,New York,NY,19.60,14.62,26.27,Transportation-related,2018,40,20.31,15.18,27.16,2022-02-04
10/13/2018,New York,NY,25.73,19.55,33.88,Transportation-related,2018,41,21.47,16.12,28.60,2022-02-04
10/20/2018,New York,NY,15.50,11.39,21.08,Transportation-related,2018,42,20.34,15.23,27.17,2022-02-04
10/27/2018,New York,NY,16.01,11.80,21.74,Transportation-related,2018,43,19.21,14.34,25.74,2022-02-04
11/03/2018,New York,NY,18.01,13.36,24.28,Transportation-related,2018,44,18.81,14.02,25.24,2022-02-04
11/10/2018,New York,NY,15.69,11.54,21.32,Transportation-related,2018,45,16.30,12.02,22.10,2022-02-04
11/17/2018,New York,NY,19.82,14.79,26.56,Transportation-related,2018,46,17.38,12.87,23.47,2022-02-04
11/24/2018,New York,NY,15.59,11.47,21.20,Transportation-related,2018,47,17.28,12.79,23.34,2022-02-04
12/01/2018,New York,NY,15.19,11.15,20.69,Transportation-related,2018,48,16.57,12.24,22.44,2022-02-04
12/08/2018,New York,NY,14.17,10.36,19.38,Transportation-related,2018,49,16.19,11.94,21.96,2022-02-04
12/15/2018,New York,NY,17.35,12.84,23.44,Transportation-related,2018,50,15.57,11.45,21.18,2022-02-04
12/22/2018,New York,NY,17.29,12.79,23.37,Transportation-related,2018,51,16.00,11.79,21.72,2022-02-04
12/29/2018,New York,NY,17.32,12.82,23.41,Transportation-related,2018,52,16.53,12.20,22.40,2022-02-04
01/05/2019,New York,NY,13.23,,18.16,Transportation-related,2019,1,16.30,12.02,22.10,2022-02-04
01/12/2019,New York,NY,14.57,10.67,19.89,Transportation-related,2019,2,15.60,11.48,21.21,2022-02-04
01/19/2019,New York,NY,15.63,11.50,21.26,Transportation-related,2019,3,15.19,11.15,20.68,2022-02-04
01/26/2019,New York,NY,12.90,,17.73,Transportation-related,2019,4,14.08,10.29,19.26,2022-02-04
02/02/2019,New York,NY,13.19,,18.11,Transportation-related,2019,5,14.07,10.29,19.25,2022-02-04
02/09/2019,New York,NY,13.40,,18.39,Transportation-related,2019,6,13.78,10.06,18.87,2022-02-04
02/16/2019,New York,NY,14.77,10.82,20.15,Transportation-related,2019,7,13.56,,18.60,2022-02-04
02/23/2019,New York,NY,12.29,,16.94,Transportation-related,2019,8,13.41,,18.40,2022-02-04
03/02/2019,New York,NY,14.03,10.25,19.20,Transportation-related,2019,9,13.62,,18.67,2022-02-04
03/09/2019,New York,NY,12.99,,17.86,Transportation-related,2019,10,13.52,,18.54,2022-02-04
03/16/2019,New York,NY,12.09,,16.67,Transportation-related,2019,11,12.85,,17.67,2022-02-04
03/23/2019,New York,NY,13.01,,17.88,Transportation-related,2019,12,13.03,,17.90,2022-02-04
03/30/2019,New York,NY,11.39,,15.76,Transportation-related,2019,13,12.37,,17.04,2022-02-04
04/06/2019,New York,NY,16.11,11.87,21.86,Transportation-related,2019,14,13.15,,18.04,2022-02-04
04/13/2019,New York,NY,13.78,10.06,18.88,Transportation-related,2019,15,13.57,,18.59,2022-02-04
04/20/2019,New York,NY,14.08,10.30,19.27,Transportation-related,2019,16,13.84,10.11,18.94,2022-02-04
04/27/2019,New York,NY,15.64,11.50,21.26,Transportation-related,2019,17,14.90,10.93,20.32,2022-02-04
05/04/2019,New York,NY,17.23,12.75,23.30,Transportation-related,2019,18,15.18,11.15,20.68,2022-02-04
05/11/2019,New York,NY,16.30,12.02,22.11,Transportation-related,2019,19,15.82,11.64,21.49,2022-02-04
02/20/2016,New York City,YC,,,12.22,Suicide,2016,7,,,12.59,2022-02-04
05/18/2019,New York,NY,15.16,11.13,20.65,Transportation-related,2019,20,16.08,11.85,21.83,2022-02-04
05/25/2019,New York,NY,17.20,12.72,23.25,Transportation-related,2019,21,16.47,12.16,22.33,2022-02-04
06/01/2019,New York,NY,20.93,15.68,27.94,Transportation-related,2019,22,17.40,12.89,23.49,2022-02-04
06/08/2019,New York,NY,17.05,12.60,23.06,Transportation-related,2019,23,17.58,13.03,23.72,2022-02-04
06/15/2019,New York,NY,14.65,10.74,20.00,Transportation-related,2019,24,17.46,12.93,23.56,2022-02-04
06/22/2019,New York,NY,17.17,12.70,23.21,Transportation-related,2019,25,17.45,12.93,23.55,2022-02-04
06/29/2019,New York,NY,21.49,16.12,28.64,Transportation-related,2019,26,17.59,13.04,23.72,2022-02-04
07/06/2019,New York,NY,19.72,14.72,26.43,Transportation-related,2019,27,18.26,13.57,24.57,2022-02-04
07/13/2019,New York,NY,20.80,15.57,27.78,Transportation-related,2019,28,19.79,14.78,26.51,2022-02-04
07/20/2019,New York,NY,20.17,15.07,27.00,Transportation-related,2019,29,20.54,15.37,27.46,2022-02-04
07/27/2019,New York,NY,19.53,14.56,26.19,Transportation-related,2019,30,20.06,14.98,26.85,2022-02-04
08/03/2019,New York,NY,20.96,15.70,27.97,Transportation-related,2019,31,20.36,15.23,27.24,2022-02-04
08/10/2019,New York,NY,18.60,13.83,25.02,Transportation-related,2019,32,19.81,14.79,26.55,2022-02-04
08/17/2019,New York,NY,17.83,13.22,24.04,Transportation-related,2019,33,19.23,14.33,25.81,2022-02-04
08/24/2019,New York,NY,18.11,13.44,24.41,Transportation-related,2019,34,18.87,14.05,25.36,2022-02-04
08/31/2019,New York,NY,20.20,15.10,27.03,Transportation-related,2019,35,18.68,13.90,25.12,2022-02-04
09/07/2019,New York,NY,20.77,15.55,27.74,Transportation-related,2019,36,19.23,14.33,25.81,2022-02-04
09/14/2019,New York,NY,15.67,11.53,21.30,Transportation-related,2019,37,18.69,13.91,25.12,2022-02-04
09/21/2019,New York,NY,21.66,16.27,28.86,Transportation-related,2019,38,19.58,14.61,26.23,2022-02-04
09/28/2019,New York,NY,21.16,15.86,28.23,Transportation-related,2019,39,19.82,14.80,26.53,2022-02-04
10/05/2019,New York,NY,18.07,13.41,24.36,Transportation-related,2019,40,19.14,14.27,25.69,2022-02-04
10/12/2019,New York,NY,19.07,14.20,25.61,Transportation-related,2019,41,19.99,14.93,26.76,2022-02-04
10/19/2019,New York,NY,16.48,12.16,22.33,Transportation-related,2019,42,18.69,13.91,25.13,2022-02-04
10/26/2019,New York,NY,19.29,14.37,25.89,Transportation-related,2019,43,18.23,13.54,24.55,2022-02-04
11/02/2019,New York,NY,18.65,13.86,25.08,Transportation-related,2019,44,18.37,13.65,24.73,2022-02-04
11/09/2019,New York,NY,17.39,12.88,23.50,Transportation-related,2019,45,17.95,13.32,24.20,2022-02-04
11/16/2019,New York,NY,13.46,,18.46,Transportation-related,2019,46,17.20,12.73,23.23,2022-02-04
11/23/2019,New York,NY,15.42,11.33,20.99,Transportation-related,2019,47,16.23,11.97,22.01,2022-02-04
11/30/2019,New York,NY,15.67,11.53,21.30,Transportation-related,2019,48,15.49,11.39,21.06,2022-02-04
12/07/2019,New York,NY,16.51,12.18,22.37,Transportation-related,2019,49,15.26,11.21,20.78,2022-02-04
12/14/2019,New York,NY,13.08,,17.97,Transportation-related,2019,50,15.17,11.14,20.66,2022-02-04
12/21/2019,New York,NY,19.30,14.38,25.91,Transportation-related,2019,51,16.14,11.90,21.89,2022-02-04
